# File: A324.incelas_cwf.csv
# Title: CWF off road income elasticities
# Units: Unitless
# Column types: ccnnnnnnnnnnnnnnnnn
# ----------
region,energy-final-demand,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
Indonesia,construction,0.187,0.082,-0.007,-0.056,-0.09,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
Indonesia,mining energy use,0.187,0.082,-0.007,-0.056,-0.09,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
Japan,agricultural energy use,-0.01,-0.03,-0.05,-0.07,-0.09,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
Japan,construction,-0.01,-0.03,-0.05,-0.07,-0.09,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
Japan,mining energy use,-0.01,-0.03,-0.05,-0.07,-0.09,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
Mexico,agricultural energy use,0.009,-0.026,-0.05,-0.07,-0.09,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
Mexico,construction,0.009,-0.026,-0.05,-0.07,-0.09,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
Mexico,mining energy use,0.009,-0.026,-0.05,-0.07,-0.09,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
Middle East,agricultural energy use,0.01,-0.01,-0.05,-0.07,-0.09,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
Middle East,construction,0.01,-0.01,-0.05,-0.07,-0.09,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
Middle East,mining energy use,0.01,-0.01,-0.05,-0.07,-0.09,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
Pakistan,agricultural energy use,0.042,0.025,0.016,0.013,0.014,0.043,0.073,-0.02,-0.092,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
Pakistan,construction,0.042,0.025,0.016,0.013,0.014,0.043,0.073,-0.02,-0.092,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
Pakistan,mining energy use,0.042,0.025,0.016,0.013,0.014,0.043,0.073,-0.02,-0.092,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
Russia,agricultural energy use,-0.01,-0.03,-0.05,-0.07,-0.09,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
Russia,construction,-0.01,-0.03,-0.05,-0.07,-0.09,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
Russia,mining energy use,-0.01,-0.03,-0.05,-0.07,-0.09,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
South Africa,agricultural energy use,0.049,0.013,-0.03,-0.064,-0.09,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
South Africa,construction,0.049,0.013,-0.03,-0.064,-0.09,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
South Africa,mining energy use,0.049,0.013,-0.03,-0.064,-0.09,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
South America_Northern,agricultural energy use,0.145,0.111,0.124,0.139,0.081,0.017,-0.036,-0.082,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
South America_Northern,construction,0.145,0.111,0.124,0.139,0.081,0.017,-0.036,-0.082,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
South America_Northern,mining energy use,0.145,0.111,0.124,0.139,0.081,0.017,-0.036,-0.082,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
South America_Southern,agricultural energy use,0.033,-0.01,-0.042,-0.07,-0.09,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
South America_Southern,construction,0.033,-0.01,-0.042,-0.07,-0.09,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
South America_Southern,mining energy use,0.033,-0.01,-0.042,-0.07,-0.09,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
South Asia,agricultural energy use,0.049,0.042,0.042,0.06,0.109,0.028,-0.054,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
South Asia,construction,0.049,0.042,0.042,0.06,0.109,0.028,-0.054,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
South Asia,mining energy use,0.049,0.042,0.042,0.06,0.109,0.028,-0.054,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
South Korea,agricultural energy use,-0.01,-0.03,-0.05,-0.07,-0.09,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
South Korea,construction,-0.01,-0.03,-0.05,-0.07,-0.09,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
South Korea,mining energy use,-0.01,-0.03,-0.05,-0.07,-0.09,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
Southeast Asia,agricultural energy use,0.198,0.11,0.029,-0.039,-0.07,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
Southeast Asia,construction,0.198,0.11,0.029,-0.039,-0.07,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
Southeast Asia,mining energy use,0.198,0.11,0.029,-0.039,-0.07,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
Taiwan,agricultural energy use,-0.01,-0.03,-0.05,-0.07,-0.09,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
Taiwan,construction,-0.01,-0.03,-0.05,-0.07,-0.09,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
Taiwan,mining energy use,-0.01,-0.03,-0.05,-0.07,-0.09,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
USA,agricultural energy use,-0.01,-0.03,-0.05,-0.07,-0.09,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
USA,construction,-0.01,-0.03,-0.05,-0.07,-0.09,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
USA,mining energy use,-0.01,-0.03,-0.05,-0.07,-0.09,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
